0,A,B,C,D,E,F,G,H,I,J,L,M,N,O,P,Q,S,T,U,V,W
2018-07-28,59885.05714285715,511454.6142857143,7758.428571428572,1495782.3354714287,103144.16785714286,183065.125,101128.28571428572,2245595.4285714286,2986688.1428571427,428608.9167628572,477181.0116285714,489242.9398142858,1268545.7142857143,2072589.7571428567,1397115.0,201248.3857142857,964758.5980714286,1795549.9285714286,8258.00892857143,941733.8857142858,183490.4546428572
2018-07-29,67351.34285714287,505954.28571428574,7732.285714285715,1494903.4142714287,103523.51785714286,181996.75,100991.32857142856,2246397.714285714,2977079.1428571427,428807.61985,481266.2848985714,489175.9932285714,1263750.2857142857,2070413.014285714,1398945.0,201054.0571428572,961015.6050714286,1793136.0,8167.017857142857,948778.8857142857,185279.92785714284
2018-07-30,65558.52857142857,504433.4857142857,7369.285714285715,1493358.5450571429,103501.17857142857,181011.85714285716,100403.95714285717,2234010.571428572,2981535.8571428573,425418.6443771428,478005.1200257143,488808.3934571428,1262081.857142857,2070832.5571428568,1401040.7142857143,194939.25714285715,957691.9201714286,1786666.9285714286,8163.482142857143,947416.5,186170.3582142857
2018-07-31,62422.542857142864,499700.8857142857,6999.714285714285,1485738.629442857,102887.91428571429,180480.98214285716,100416.75714285714,2225971.714285714,2990241.571428572,423738.1398571428,478953.7923314286,489374.8173428572,1255523.7142857143,2077411.142857143,1406558.142857143,197889.41428571427,959898.6710857144,1763372.6785714286,8097.348214285715,947551.7571428572,186780.92178571428
2018-08-01,59829.15714285714,497097.6857142857,6599.714285714285,1490868.257771429,103312.4892857143,179673.60714285713,99961.17142857144,2229466.8571428573,2987325.285714286,422217.5176257143,480972.4124757143,491161.6606857143,1264825.142857143,2079918.785714286,1405114.7142857143,196177.9714285714,959509.1938428571,1749369.0,8348.11607142857,945843.3142857144,189293.97500000003
2018-08-02,56768.24285714286,492662.9571428571,6417.428571428572,1482851.8668142855,103370.81785714286,179710.01785714287,99762.35714285714,2227395.571428572,2987771.1428571427,420326.0098257143,486264.1827042857,490143.8315571429,1271313.7142857143,2086104.3857142853,1407655.0714285714,200108.15714285712,957286.7317714284,1733880.857142857,8629.098214285714,945371.3,190432.20392857143
2018-08-03,55425.12857142858,492755.6285714287,6034.571428571428,1484874.4175142858,103453.46785714288,180474.5,99537.17142857144,2228976.4285714286,2996241.714285714,420470.31433,487277.78621571424,491229.6329285715,1282343.5714285714,2087789.642857143,1403380.9285714286,200473.8,966010.139957143,1724334.2142857143,8679.375,950174.9857142856,192492.61571428573
2018-08-04,55126.514285714286,491841.6714285714,5855.857142857143,1483789.990057143,103811.12142857142,181198.32142857145,100031.69999999998,2219961.4285714286,2993414.8571428573,422545.1709457143,483305.8874242857,493468.85741428565,1288131.2857142857,2088997.7142857143,1403304.857142857,200337.42857142855,965285.0878714286,1731781.5,9096.75,952285.3428571428,195623.24785714288
2018-08-05,46785.95714285714,494938.08571428567,5930.428571428572,1486888.1599428572,104387.3142857143,183321.3392857143,100601.22857142855,2227536.1428571427,2990385.571428572,424617.4123585714,483787.1570085715,491011.7235285714,1302160.4285714286,2093043.857142857,1407345.75,202474.6,970051.4799571428,1728012.2142857143,9106.125,956376.3,195992.1692857143
2018-08-06,48496.5,495217.9571428572,6237.857142857143,1488807.677,104874.9,184568.89285714287,102051.71428571428,2231989.8571428573,2998278.571428572,427784.6929528572,487888.97133428574,492059.44641428575,1310465.5714285714,2110729.5857142857,1409301.9642857143,204765.8857142857,976732.7086285716,1737750.107142857,9606.348214285714,966786.8428571428,197686.93285714285
2018-08-07,49787.81428571428,496682.9571428571,6544.428571428572,1491088.6959571429,105158.15357142856,185061.94642857145,101594.52857142856,2229849.8571428573,2997584.8571428573,431440.98613142857,490649.9705914286,490347.0259428571,1319216.7142857143,2119309.9285714286,1411440.107142857,204396.08571428573,979272.1808857144,1752227.142857143,9844.36607142857,968742.5857142856,198013.0425
2018-08-08,51783.74285714286,495783.98571428575,6930.714285714285,1488822.0086,104006.50714285714,184290.60714285716,101233.77142857142,2231446.714285714,2990072.0,431871.8188757143,491127.0010057143,488215.37855714286,1322483.0,2120500.6428571427,1415474.7857142857,206468.7142857143,986873.6966285714,1747983.857142857,9689.839285714286,975129.9285714284,197557.27178571423
2018-08-09,55846.91428571428,496493.7714285714,7243.714285714285,1488952.414542857,103016.6357142857,182377.01785714287,101556.14285714286,2225479.714285714,3002602.571428572,430746.5679057143,489228.3913528571,489024.6788714286,1325276.7142857143,2110002.642857143,1412254.9285714286,203593.18571428573,992932.8170285716,1751289.5357142857,9638.839285714286,978630.9142857142,196738.5735714286
2018-08-10,57457.557142857135,493373.58571428567,7599.571428571428,1482534.9060142855,101539.96071428571,180254.85714285716,102070.37142857142,2219448.571428572,2981203.0,432968.94297428575,490544.6727257144,485699.6642142857,1318260.857142857,2112241.471428572,1417488.4285714286,205656.18571428568,988103.6587142856,1754471.892857143,9657.830357142857,980803.0571428572,195766.93035714285
2018-08-11,59476.2,490462.5857142857,7715.142857142857,1481153.3220857142,100404.98571428572,178930.35714285713,102454.28571428572,2227650.1428571427,2973760.1428571427,431032.0489171428,492830.68517,484263.42902857147,1318498.4285714286,2106001.7285714285,1420694.892857143,206396.2285714286,991958.4749,1759812.9642857143,9920.00892857143,974426.0714285716,193801.205
2018-08-12,61890.11428571429,489247.72857142857,7678.428571428572,1471443.1049857142,99612.3,177073.98214285713,103253.3,2217712.1428571427,2981847.714285714,429843.26445,488538.4257514285,483894.3544714286,1305826.2857142857,2106349.628571429,1417083.5357142857,204393.92857142855,994202.0010285714,1768048.5,9957.348214285714,968898.9285714284,194006.25214285712
2018-08-13,62614.957142857136,489265.0142857143,7733.142857142857,1471570.574357143,99373.8857142857,177102.94642857142,103762.92857142857,2219922.714285714,2978466.0,430972.8964157143,489241.7896814286,482975.3198,1309177.7142857143,2090104.2714285715,1413967.2857142857,205126.61428571428,990902.0929714284,1776877.7142857143,9825.776785714286,963396.0428571427,193846.69107142856
2018-08-14,62742.74285714286,490342.28571428574,7751.0,1470483.127257143,99323.82857142856,177207.5357142857,105391.69999999998,2226480.8571428573,2969588.571428572,428142.8083257143,486533.4459014285,486406.6043285714,1303943.857142857,2092404.7428571428,1410642.2142857143,207686.7857142857,990979.4758571428,1788798.2142857143,9914.517857142857,964433.7285714286,193618.3275
2018-08-15,61089.04285714286,491372.31428571424,7564.571428571428,1464148.2255142855,100099.06071428572,178992.9642857143,107172.01428571428,2223126.0,2980289.571428572,426210.6331385714,485565.21049857145,484025.34204285714,1302688.857142857,2079518.7285714285,1405907.7857142857,204457.7142857143,983396.1953142856,1802537.5714285716,10028.330357142857,956499.4857142858,193673.3407142857
2018-08-16,58538.05714285715,490870.7428571429,7598.142857142857,1466113.7237714287,100498.275,179746.94642857142,107622.42857142857,2217012.714285714,2963940.571428572,425909.69868857146,484665.12940428575,490290.5046428571,1295978.7142857143,2073591.3142857144,1406616.4285714286,202515.7857142857,976379.3074428572,1805229.0,10130.973214285714,949391.2,191077.5146428572
2018-08-17,58634.88571428572,487805.52857142856,7592.571428571428,1464173.4642285716,100564.65,179445.0,107792.81428571428,2220085.714285714,2953518.0,422186.46396142856,482266.8066585714,496828.58802857145,1292333.0,2046720.9,1401690.2142857143,198453.27142857143,971094.5330428572,1798937.4642857143,10297.017857142857,939895.4714285714,188662.86678571423
2018-08-18,58262.48571428571,488161.5857142857,7596.0,1464835.896542857,100325.49642857142,179501.5357142857,107826.7,2216232.0,2954432.571428572,420860.9436614285,480748.8464514286,495820.703,1276081.142857143,2042633.0,1399213.8214285714,193841.61428571423,968909.7866571428,1778397.5357142857,9611.86607142857,931100.2285714288,187217.48964285717
2018-08-19,55496.5,484981.7571428571,7594.571428571428,1463409.7778857143,100401.16071428572,180122.875,107960.27142857145,2208226.4285714286,2937978.1428571427,419870.7083,479975.80476857146,496230.0847571429,1277640.0,2032728.8142857144,1399818.5357142857,194904.5,964725.6257428572,1771951.8214285714,9520.982142857143,926881.8428571428,185177.655
2018-08-20,55195.71428571428,485269.9428571428,7552.0,1463454.9933999998,99973.16785714286,179517.4107142857,108031.17142857144,2203533.714285714,2919299.571428572,419167.53843428567,476826.5057185714,494156.6441285714,1275447.857142857,2022539.857142857,1398482.25,194684.84285714285,959721.4661,1754722.9285714286,9645.69642857143,921505.1,182036.65071428573
2018-08-21,55372.68571428571,483916.6428571429,7585.428571428572,1462803.606,98678.75357142856,179132.7142857143,107354.05714285714,2197568.714285714,2913649.285714286,418431.62022428575,480102.1552571429,491270.9689571429,1267573.142857143,2002097.842857143,1394761.8214285714,190643.9,954675.1029285714,1731535.392857143,9678.830357142857,910767.4285714284,178472.03678571427
2018-08-22,56111.84285714286,482837.0428571428,7839.142857142857,1463721.7182714285,97382.6357142857,177448.42857142858,106286.4,2187406.714285714,2896581.0,422770.5186971429,478250.6174885714,491440.2349857143,1260584.7142857143,1997555.457142857,1395076.9285714286,189398.61428571428,954650.3074857144,1713437.357142857,9978.61607142857,903804.9285714284,174966.7817857143
2018-08-23,55207.87142857142,478121.4714285714,7759.0,1453427.3974,95401.9714285714,176283.94642857142,104448.80000000002,2179657.285714286,2874508.8571428573,418401.39673,479878.8988228571,480808.9745142857,1248177.857142857,1977573.5714285716,1386663.0,190174.4857142857,949610.9451142856,1687105.2857142857,9639.42857142857,886998.3142857143,171138.07750000004
2018-08-24,53890.27142857143,478686.4,7735.285714285715,1447893.894342857,94071.44999999998,175780.60714285713,101628.70000000004,2149827.4285714286,2870682.0,416759.1779871429,475661.96300428576,475055.7248285714,1210896.5714285714,1951480.9714285715,1384574.0357142857,189111.6,943998.0594285716,1656394.9285714286,9108.1875,878821.3142857143,167768.36142857143
2018-08-25,51811.08571428572,476606.7714285714,7760.142857142857,1445016.0036142855,93608.38928571428,174728.98214285713,99584.5,2137831.0,2859432.0,415410.5194728571,472889.7810642857,470515.30365714285,1219884.4285714286,1942724.371428572,1388020.0714285714,189995.88571428572,945157.5694714284,1651516.0714285714,9236.00892857143,874191.3857142857,164589.0907142857
2018-08-26,52172.28571428572,475610.8428571429,7737.571428571428,1445766.860257143,89806.63928571428,172214.05357142858,96688.85714285714,2127101.0,2837410.714285714,413471.5630585714,472660.33484,467659.6692,1199150.857142857,1913297.7571428567,1382996.892857143,186036.92857142855,932048.9650142856,1639076.25,9343.875,852811.3,158866.36535714287
2018-08-27,50802.27142857143,466420.1428571429,7740.285714285715,1439033.758557143,87801.95357142856,170697.42857142858,94148.05714285714,2110007.8571428573,2831706.0,408343.7355314285,470288.5081142857,464923.44374285714,1163780.7142857143,1896673.7,1386813.5357142857,181007.2857142857,929942.8930428572,1639188.0,8723.625,840305.8142857142,155038.97500000003
2018-08-28,50326.75714285714,465855.1571428572,7721.285714285715,1439300.4136714286,87503.31428571428,169829.0892857143,93030.7,2102124.571428572,2835557.1428571427,408371.9053328572,463533.6144957143,466206.9522285714,1170345.142857143,1883993.8,1394891.0357142857,180542.64285714287,934775.9390142858,1654857.9642857143,8274.0,840158.0428571429,154201.14357142858
2018-08-29,51037.857142857145,465204.4,7705.714285714285,1441787.4334857145,87674.20714285715,169886.07142857142,92216.95714285717,2108414.714285714,2841255.8571428573,405140.87949285714,468269.2583957143,465331.1780285714,1177337.7142857143,1880454.4285714289,1394559.857142857,180621.5,932346.2889285714,1657455.642857143,8144.758928571428,837034.8714285714,153536.75535714286
2018-08-30,51902.71428571428,467254.9285714286,7725.0,1445908.0531571428,86347.84285714287,169244.14285714287,92087.21428571428,2091334.2857142857,2852696.8571428573,405986.4825828572,460061.3059,466977.3274428572,1170431.5714285714,1880960.8714285716,1398726.75,182184.85714285716,931045.4277285712,1672286.142857143,8501.892857142857,842902.8857142857,153857.21464285714
2018-08-31,51919.81428571429,467876.8285714285,7702.285714285715,1443505.4574,86617.1142857143,168562.125,93065.54285714283,2095938.5714285716,2848326.0,405797.75887142855,463052.33931,460854.65322857146,1199472.0,1884666.7142857143,1388665.2857142857,188317.42857142855,936525.5956714284,1625810.357142857,8120.839285714285,842743.1714285713,152184.8807142857
2018-09-01,51591.59999999999,440532.9571428572,7323.142857142857,1361161.6510571428,81196.52142857143,158993.7857142857,87866.71428571429,1964771.857142857,2685845.285714286,381033.9401571429,431939.1849171429,435897.7217714287,1123892.857142857,1764369.2714285715,1305903.857142857,178853.81428571432,875961.6088285715,1538711.892857143,7576.741071428572,799236.5714285715,145303.0057142857
2018-09-02,46334.514285714286,374695.3571428572,6550.428571428572,1155887.4627,70832.00357142858,135675.35714285713,75241.31428571428,1666656.4285714286,2294030.714285714,323771.7742428571,367295.0021857143,369642.9537142857,965650.2857142856,1520127.342857143,1110775.0714285714,156231.9,752903.4107,1336370.892857143,6417.267857142857,698383.7714285713,125619.8310714286
2018-09-03,44546.77142857143,358079.7428571429,7385.119421836477,1085549.7035285714,67080.46071428571,126875.48214285714,71322.91428571429,1572386.857142857,2165644.8571428573,306328.50606857147,344285.61226857145,350790.1260857143,939195.2857142856,1445334.8142857142,1041246.1071428572,148921.12857142856,717154.7356571428,1246926.107142857,6046.098214285715,667856.8428571429,119374.44535714286
2018-09-04,44715.8,355449.28571428574,7377.547993265049,1084088.3931142858,66474.77142857143,126079.67857142857,71586.95714285715,1571541.4285714286,2160115.714285714,304665.02689142857,343467.9161271429,345662.1451571429,929490.8571428572,1442219.342857143,1035279.8571428572,147517.07142857142,718755.4112571429,1231941.5357142857,7171.339285714285,657567.4285714285,118376.62571428574
2018-09-05,43861.6,356200.9714285714,7307.97656469362,1078971.1480714283,65329.48928571429,124995.875,71434.7,1556691.4285714286,2159569.0,300655.7108528572,337649.5040442857,344416.6505714286,914598.7142857144,1430280.2428571428,1035155.5714285716,146202.57142857142,722809.1199857143,1229171.6785714286,6682.392857142857,659324.4,117500.74142857142
2018-09-06,43803.84285714286,356019.68571428576,7322.690850407906,1079887.4327857145,66216.68571428572,125219.33928571428,71893.74285714286,1572075.4285714286,2159034.4285714286,296632.6229,340112.81030428567,340858.1174571429,929115.2857142856,1426502.0285714285,1035753.75,141143.11428571428,732372.9403714286,1230538.0714285714,6126.803571428572,656639.9,117584.5217857143
2018-09-07,43477.22857142857,355744.88571428566,7317.262278979334,1083038.5920714284,65390.22857142857,125422.80357142857,72194.85714285714,1573497.5714285714,2161510.8571428573,293464.9884157143,336471.8676471429,341386.44859999995,980395.0,1428035.342857143,1045380.1071428572,134461.7857142857,735149.0252857143,1294769.892857143,6443.035714285715,652730.1857142857,118980.42928571429
2018-09-08,44101.52857142857,382079.2428571428,7724.547993265049,1154388.8202285713,69745.22142857143,133075.98214285713,77441.78571428571,1689584.2857142857,2312945.1428571427,315479.43044714286,362120.6358771428,363955.4269428571,1088744.2857142857,1520334.6857142858,1123225.0714285714,142000.95714285717,788688.9964428571,1385645.6785714286,6894.883928571428,691152.1857142857,127055.43964285716
2018-09-09,50374.27142857143,448706.2571428571,8529.262278979335,1360602.220657143,82778.03571428571,157112.35714285713,91068.77142857145,1994447.857142857,2728043.571428572,371066.4690242857,428487.70808,431231.922,1310549.2857142857,1779449.242857143,1327448.892857143,165985.37142857144,925239.2959857144,1594804.1785714286,7892.571428571428,802138.7285714286,150374.5982142857
2018-09-10,52692.48571428571,474118.2,7653.285714285715,1431651.2841428572,87262.95,165941.69642857142,96025.28571428572,2092507.142857143,2863632.571428572,387127.8480285714,450264.1926642857,450708.4590857143,1403020.7142857143,1856006.0285714285,1395215.142857143,175094.80000000002,966313.1125142856,1686700.8214285714,8312.30357142857,839396.8428571429,158636.80392857143
2018-09-11,52626.67142857142,474048.17142857146,7618.142857142857,1427106.3294714286,87286.90714285713,165545.4642857143,95839.75714285715,2081925.4285714289,2861065.714285714,386397.5037985714,445922.2684885714,450908.9384714286,1403773.142857143,1849043.6857142856,1395650.5714285714,174169.61428571428,963935.7701,1684262.4642857143,7671.669642857143,843464.5571428572,159728.62285714288
2018-09-12,53344.91428571429,474964.1571428572,7645.428571428572,1426704.646985714,87755.29285714286,165660.92857142858,96398.0285714286,2075342.142857143,2850735.0,386696.5504485714,447755.9946542857,448402.7954,1407439.142857143,1848504.7285714285,1397221.9285714286,173581.05714285714,965282.5112571428,1681391.142857143,8015.357142857143,838451.4714285714,159922.815
2018-09-13,53514.9,475612.4714285714,7579.571428571428,1427511.675271429,87778.46785714284,165295.94642857142,96435.17142857144,2067946.5714285716,2845273.285714286,386947.3980928572,445497.4835214285,450052.87384285714,1390181.0,1846989.2,1396544.4642857143,173942.35714285713,961564.0679,1671764.25,8691.107142857143,841772.2000000001,160945.61785714285
2018-09-14,54917.2,477305.0714285714,7575.0,1430735.6435714285,88148.83928571429,165847.89285714287,96638.8,2064597.4285714289,2852546.4285714286,388634.4514485714,448374.05145999993,450403.5165285714,1341999.857142857,1851735.7142857143,1397905.5,173588.82857142857,963637.1734714286,1667322.107142857,9560.651785714286,841579.7000000001,161975.95142857142
2018-09-15,56319.75714285715,480079.3,7581.0,1441294.273257143,89374.22142857141,167227.32142857142,97382.22857142855,2080709.2857142857,2868881.1428571427,389448.5115485714,454193.42333857145,454159.28937142855,1311193.0,1872834.3714285716,1393307.357142857,176552.9857142857,974347.245657143,1656227.357142857,10153.044642857143,855106.7428571429,161746.1207142857
2018-09-16,54813.7,483753.2571428571,7568.285714285715,1442117.5265714284,90245.06785714286,167580.98214285713,98140.42857142857,2078874.4285714289,2879519.714285714,393143.2661571429,453019.4835185715,456943.6408142857,1266471.7142857143,1883296.757142857,1385485.9285714286,178140.89999999997,974725.4346857144,1658720.5714285714,11201.330357142857,860378.7999999999,161034.67714285714
2018-09-17,55180.28571428572,482554.8571428572,7572.857142857143,1445042.1539428572,90885.225,167937.60714285713,98554.32857142856,2083524.7142857143,2882182.285714286,393345.04106,455460.4870828572,456828.6181857143,1228362.2857142857,1883651.6,1383550.5,178636.2142857143,981002.3292,1649530.2857142857,11836.767857142857,864997.6428571428,161906.2157142857
2018-09-18,55260.88571428571,484983.5285714286,7613.857142857143,1444590.5321999998,91748.2392857143,168670.3392857143,99560.98571428572,2091072.0,2888015.571428572,392827.0298357143,459405.3465842857,457191.6093,1235084.0,1884939.6,1384861.0714285714,177583.18571428573,987894.1271142856,1658176.2857142857,11761.82142857143,867563.1,163941.53750000003
2018-09-19,54711.45714285714,474867.4,7459.714285714285,1419354.3367285714,90357.19285714286,165519.98214285713,97679.27142857145,2044132.0,2826507.0,383317.5659714286,446844.2041714286,450256.7056428571,1200757.142857143,1830319.157142857,1353644.6785714286,176357.05714285714,962739.8415142857,1636865.6785714286,12074.19642857143,849552.7142857143,164586.79714285716
2018-09-20,53837.78571428572,467001.5142857143,7511.142857142857,1391243.5137142858,89705.51785714286,162716.4107142857,96597.98571428572,2011522.2857142857,2797392.714285714,380079.66848,444540.0744714286,446319.2197285714,1196025.142857143,1817987.371428572,1357516.8214285714,175684.0,953455.1548285716,1654879.8214285714,11738.142857142857,857479.4142857142,169042.78857142857
2018-09-21,52584.24285714286,466451.1428571429,7532.571428571428,1390467.7568142856,90493.02857142856,162566.55357142858,97392.81428571428,2019744.5714285716,2804092.1428571427,381971.5146228572,446885.18343142857,447631.9167,1196464.857142857,1825243.9,1359553.8214285714,176904.4857142857,957343.0104714284,1659941.357142857,11379.05357142857,862437.0714285715,171389.53928571427
2018-09-22,50870.38571428571,470328.4428571429,7478.0,1402640.1087142858,92542.06071428572,165160.7142857143,98932.58571428571,2044632.142857143,2839487.285714286,386965.7534914286,454093.09568714286,460111.74275714287,1215431.142857143,1850108.2714285715,1370753.6785714286,179539.67142857146,967323.3221571428,1666464.642857143,10946.973214285714,870618.1142857142,177584.79607142857
2018-09-23,51250.11428571429,470868.9285714286,7318.142857142857,1422134.5283285717,96007.96071428571,167920.25,101142.77142857145,2052196.2857142857,2861188.571428572,382708.9201771429,457664.8633785714,466304.3965,1226720.4285714286,1822438.0285714285,1367057.0357142857,176860.77142857146,963452.4888,1692151.392857143,10356.88392857143,893963.6428571428,185823.95
2018-09-24,47976.78571428572,473121.0428571428,6697.0,1419819.9265142858,99264.19285714286,170505.2857142857,102481.07142857143,2028906.2857142857,2840067.4285714286,374110.79678428575,444952.82817,470877.2458857143,1215317.4285714286,1751008.5,1353874.2857142857,173636.7,934592.0125142856,1681975.5,10069.36607142857,886758.2857142857,195202.54464285716
2018-09-25,43123.44285714287,470639.7,6111.857142857143,1420994.325042857,100580.65714285712,171774.48214285713,102819.91428571429,2019611.5714285716,2836450.8571428573,369726.8414114286,442812.25381857145,474785.3630571429,1209139.5714285714,1709464.642857143,1353100.2857142857,171788.67142857143,914724.5250142856,1642321.1785714286,9778.25892857143,880693.6571428571,199110.1775
2018-09-26,40391.357142857145,479694.3857142857,5809.428571428572,1451725.5785571428,102244.82142857143,175247.73214285713,104524.55714285711,2075152.5714285716,2914027.4285714286,379271.2268557143,456118.0160828572,490718.8025000001,1258224.0,1756470.342857143,1383528.4285714286,174622.01428571428,937633.8964571428,1669173.5357142857,9009.160714285714,898530.3571428572,201852.86178571428
2018-09-27,39741.28571428572,485948.9857142857,5635.0,1476201.7719571427,103544.06785714286,178250.0357142857,106490.6,2102319.285714286,2953594.0,385052.77503,464383.45471857145,497843.8561857143,1283671.0,1762735.4428571423,1375596.4285714286,175443.84285714288,950260.8238428571,1670181.107142857,8643.589285714286,884280.2714285714,199979.01392857145
2018-09-28,39529.77142857143,499900.8571428572,5544.428571428572,1471759.7171857145,102523.5642857143,177089.69642857142,106215.24285714286,2097401.8571428573,2934972.4285714286,382028.9527228571,459991.8148057143,492804.5906714286,1279242.5714285714,1762222.6285714286,1371986.4642857143,174331.91428571427,942469.5099285714,1672570.392857143,8072.544642857143,882239.2285714287,197527.04214285716
2018-09-29,40492.07142857143,532341.8034402311,5559.142857142857,1455483.4084142856,100061.29285714283,175047.89285714287,104461.52857142856,2064094.4285714289,2906561.4285714286,378814.0423914286,451350.3611657143,477579.4545714286,1252089.5714285714,1732216.4857142854,1364291.4642857143,171202.25714285715,927119.1342285714,1677791.142857143,7831.366071428572,867334.1857142857,191012.19428571427
2018-09-30,39553.357142857145,562832.146297374,5707.428571428572,1425944.9970714285,95938.45714285717,172074.94642857142,101605.05714285714,2054260.7142857143,2876677.0,378274.2326057143,449389.2661371429,468193.9795428572,1243155.142857143,1743281.242857143,1365507.0,170786.74285714285,932524.7880285714,1661587.5,7306.580357142857,836148.5142857144,182430.01214285716
2018-10-01,42347.74285714286,569483.4605830882,6285.857142857143,1421691.9327857145,91811.28214285712,168911.51785714287,99718.04285714286,2059480.857142857,2879036.285714286,388872.2254,457449.72524428566,461195.0593,1242481.5714285714,1803720.7,1373473.5,170890.30000000002,948925.6299142856,1674246.3214285714,6830.919642857143,832728.0714285715,171912.3760714286
2018-10-02,44287.28571428572,568021.0748688027,6772.571428571428,1387646.2021428572,87445.7357142857,163354.4642857143,96592.07142857143,1999749.142857143,2798502.0,381034.8843557143,447470.7696828571,443264.2454571429,1204195.2857142857,1783237.3714285716,1334013.9642857143,170783.67142857143,927052.8548428572,1662814.1785714286,6524.758928571428,814083.1714285715,162438.18964285715
2018-10-03,44807.7,572386.846297374,6986.142857142857,1382736.1008571428,87559.55357142857,162523.07142857142,96610.19999999998,1986944.142857143,2784451.0,380670.4035028572,441818.1638471428,434392.9706,1174599.7142857143,1779222.842857143,1333202.25,170302.2857142857,922289.0366571428,1650397.392857143,6475.178571428572,810149.1,159372.72464285715
2018-10-04,45651.74285714286,578882.6177259454,7102.857142857143,1380117.017242857,87427.67142857143,161998.60714285713,96241.12857142858,1997134.7142857143,2773524.1428571427,378264.92379428574,441354.51768,431562.59991428576,1164646.5714285714,1782620.8857142858,1337108.357142857,169062.34285714285,924351.9814714286,1631897.5714285714,6427.928571428572,813628.9,157380.79499999998
2018-10-05,44766.97142857143,568481.9748688026,7111.714285714285,1370205.867414286,87068.08928571429,162720.7142857143,95639.58571428571,1979862.4285714289,2764413.285714286,374373.68018,434188.7500628572,431161.2842285714,1149275.4285714286,1772248.0857142855,1333296.857142857,168904.92857142858,923406.3911714286,1613595.4285714286,6291.5625,808381.8428571429,158937.63321428574
2018-10-06,43153.0,533241.0571428571,7077.714285714285,1369899.4035571427,86131.98214285714,161256.94642857142,95702.42857142857,1977288.857142857,2749560.8571428573,371242.16142714286,435135.9693742857,430365.4692142857,1150710.2857142857,1764292.7857142857,1328778.642857143,166191.41428571427,918880.1991571428,1601428.392857143,6180.991071428572,801597.0285714286,157662.47249999997
2018-10-07,45062.457142857136,504876.4428571428,7039.285714285715,1373382.962642857,86109.16071428571,161387.625,96373.75714285714,1977854.0,2746634.571428572,371314.49859714287,430039.7529542857,428406.5144714285,1153817.4285714286,1763594.3714285714,1335825.3214285714,166631.2285714286,916719.0437428572,1588613.7857142857,6130.6875,800182.2142857143,157624.87464285715
2018-10-08,44229.514285714286,500440.0142857143,6981.0,1367312.3771,86540.12142857142,161520.82142857142,96800.3857142857,1981564.7142857143,2757812.8571428573,365194.7341357143,432199.54324857146,425626.37882857147,1145031.4285714286,1758320.7857142857,1333772.25,165971.67142857143,923609.1853142856,1594356.4285714286,5962.982142857143,805640.2000000001,157529.69607142857
2018-10-09,44759.08571428572,508698.4428571429,6753.428571428572,1392036.1915,89163.35357142857,165078.60714285713,99254.35714285714,2033179.142857143,2823090.8571428573,376062.73347,441201.8089628572,436805.4517857143,1178019.142857143,1803270.157142857,1371103.9285714286,168649.7,955803.2871,1628726.0357142857,5948.866071428572,822888.8571428572,160115.18250000002
2018-10-10,48486.05714285715,507850.1571428572,6899.285714285715,1393498.0319714283,88834.15714285713,164543.19642857142,99776.45714285717,2034314.5714285716,2811573.571428572,372958.3254257143,439626.01641142863,437548.0739928572,1175521.7142857143,1799084.642857143,1365243.75,164922.1,953119.7964857144,1632510.5357142857,6134.035714285715,821229.0571428571,160021.05321428573
2018-10-11,47840.41428571429,506977.3857142857,6913.142857142857,1389091.563357143,89289.92142857143,165048.7142857143,100205.45714285714,2012663.2857142857,2805870.0,375762.48174714285,434087.2254085714,437527.3222928572,1156176.5714285714,1801483.0857142855,1355542.607142857,166254.12857142856,947273.1516714283,1633903.2857142857,5960.0625,826128.2857142857,159224.79392857145
2018-10-12,48887.62857142858,510399.6571428571,6951.0,1399201.1521142856,90489.63214285714,165132.73214285713,101115.44285714289,2017788.2857142857,2809959.571428572,380265.48281285714,441618.5972014285,442917.2865071428,1171344.0,1798498.014285714,1346227.1785714286,170417.54285714286,951512.2207857145,1647089.892857143,5817.5625,826891.9285714285,157464.44535714286
2018-10-13,51186.91428571429,513230.5714285714,6967.142857142857,1398310.6306285714,91884.42857142857,166333.14285714287,101560.31428571428,2018564.7142857143,2806388.571428572,383022.14792142855,438355.1186385714,442184.52990714286,1160317.142857143,1795907.642857143,1337456.25,174085.2285714286,946850.0475857144,1647548.6785714286,5490.080357142857,824623.6428571428,158068.96392857144
2018-10-14,49496.45714285714,514375.7,7007.142857142857,1393428.592185714,92344.94999999998,166129.10714285713,101397.44285714289,2009995.5714285716,2810409.4285714286,385411.7453328571,441966.4958314286,443201.0806928571,1145362.857142857,1799676.2857142857,1331443.392857143,175966.04285714286,947278.9588714286,1654995.9642857143,5290.258928571428,832768.3714285714,158978.9407142857
2018-10-15,50604.68571428572,515183.6428571429,7093.571428571428,1394721.1667,92356.31785714286,166067.4642857143,101953.95714285717,2011043.2857142857,2799283.571428572,391233.2957871429,437191.69777428574,445831.58985,1163890.7142857143,1805888.3142857144,1334613.2142857143,177156.92857142858,945987.5353285716,1637201.142857143,5184.508928571428,822005.0428571429,160089.6607142857
