0,A,B,C,D,E,F,G,H,I,J,L,M,N,O,P,Q,S,T,U,V,W
2020-10-05,40361.95714285714,416352.4142857143,5430.142857142857,1464992.8167857144,104501.16428571429,194274.1607142857,112354.42857142857,2485754.0,3059839.1428571427,427404.3153285714,477017.1109642857,445149.3491714286,1583686.857142857,1568164.6142857142,1369778.6785714286,163897.64285714287,857207.6415,1604898.0,53307.407796428575,1757406.5978475492,252441.21500000003
2020-10-06,41486.07142857143,416592.3142857143,5458.0,1456095.6029714283,102394.71428571428,193195.6607142857,110586.62857142856,2465856.8571428573,3028279.714285714,425428.2455571429,472910.6866128572,440347.1041857143,1573555.5714285714,1564521.357142857,1371173.357142857,167022.62857142856,851803.6442857143,1617058.1785714286,51584.073854285714,1743776.883561835,249322.70535714287
2020-10-07,49330.57142857143,412373.68571428576,5881.285714285715,1434009.8027714286,98668.2,189368.80357142855,108306.92857142857,2447877.1428571427,2997700.714285714,424529.9622857143,470246.79386,430285.01170714287,1556804.5714285714,1581573.3285714283,1374688.9285714286,166174.3,849911.5462857143,1633153.2857142857,51434.01637214286,1743776.8835618352,241679.68035714285
2020-10-08,57034.37142857142,410658.5857142857,6393.285714285715,1423093.548114286,95964.0,185076.69642857145,105964.25714285714,2473079.1428571427,2979090.0,432509.3363571429,475719.1768057143,430026.7885642857,1578036.4285714286,1627315.842857143,1391790.642857143,167929.57142857142,862620.0022571429,1662349.392857143,53454.60343857143,1743776.883561835,235312.17357142852
2020-10-09,63851.71428571428,410523.84285714285,6810.571428571428,1425662.6495142856,95426.86071428572,181929.7857142857,104764.12857142858,2481168.1428571427,2986094.714285714,435506.91798571433,478170.7622157143,425494.2472642857,1580787.857142857,1653761.5857142855,1387427.25,170358.94285714286,870424.8086,1690665.642857143,56676.61407,1743776.8835618352,233163.14357142855
2020-10-10,67510.28571428571,414762.52857142856,6986.285714285715,1430061.7295857142,96092.16428571429,180030.5,104575.17142857144,2488613.4285714286,2998459.571428572,438665.01835714286,478042.75893,421538.5781357144,1599526.857142857,1667127.1142857145,1388705.4642857143,169353.12857142856,871936.2757142857,1697992.5,59894.54532571429,1743776.883561835,234208.20428571428
2020-10-11,67767.12857142858,418065.79999999993,7074.571428571428,1441100.321,97218.10714285714,179022.5,104188.75714285715,2487193.4285714286,3009232.8571428573,440345.65587142855,481044.1801742857,423239.0546928571,1610114.142857143,1771155.5571428572,1384794.75,173828.22857142854,875443.6211428571,1707287.7857142857,61729.17658428572,1743776.8835618352,236936.06392857136
2020-10-12,69202.1,418135.6142857144,7071.285714285715,1438259.5757714286,97357.28571428572,177176.26785714287,103854.77142857145,2492931.8571428573,3012452.1428571427,439184.2690428571,479622.9711728572,421532.8061071428,1633197.2857142857,1761715.6285714286,1380501.107142857,173370.6,874095.0319714285,1693934.142857143,60865.65871428571,1743776.883561835,238474.41892857145
2020-10-13,70165.47142857143,416887.7285714285,7085.285714285715,1431405.479214286,97938.17142857144,175361.05357142858,103383.14285714286,2483841.285714286,3022487.285714286,439271.4454714285,477185.18705285713,420800.4852214285,1641092.857142857,1753449.1285714286,1373610.9642857143,169781.57142857142,874283.1531571429,1686306.857142857,61404.683745,1899299.864155474,239011.7785714286
2020-10-14,69990.92857142857,419536.9571428571,7107.571428571428,1431451.4799,97854.08571428571,174390.3392857143,102812.5,2483311.571428572,3013499.1428571427,438600.67775714287,475886.6119985714,422655.2808857143,1639893.5714285714,1739861.6857142858,1377436.5,168391.5,868361.3585428571,1679124.642857143,61967.99388571429,1899299.864155474,239722.10785714284
2020-10-15,71789.09999999999,422441.2,7137.571428571428,1434718.2029,99704.66785714283,174375.26785714287,103367.2,2475529.4285714286,3011352.285714286,438649.7344571428,477738.07092,418943.5782714286,1643125.2857142857,1749970.014285714,1385348.4642857143,166511.67142857143,870640.7553714287,1674724.8214285714,61782.89796928571,1899299.864155474,240593.0567857143
2020-10-16,75596.24285714285,422683.0142857143,7255.571428571428,1428703.3556857144,100042.125,173605.7142857143,103532.14285714286,2455643.571428572,3004067.4285714286,438077.91930000007,476994.17688,416571.4811285714,1631692.5714285714,1751949.6142857145,1377245.7857142857,166584.1,865142.5596571428,1674063.5357142857,62453.22131642857,1741670.812133263,238590.04928571428
2020-10-17,77959.2,422930.9714285714,7318.0,1436463.7750142857,100306.39285714286,174999.10714285713,103699.5142857143,2456161.8571428573,2992409.8571428573,436192.1536285714,479241.6728742857,419295.1847428572,1617557.4285714286,1763969.9,1379119.0714285714,167275.88571428572,868163.9670714287,1668295.2857142857,67651.12182142856,1741670.8121332636,238448.48857142852
2020-10-18,77733.69999999998,423313.8,7347.857142857143,1431140.2639,100396.5107142857,175213.625,103599.37142857142,2455291.571428572,2985623.1428571427,435713.23295714287,478186.5292371428,421519.4210571429,1614168.5714285714,1750377.3,1377723.75,165047.4857142857,867090.2648571429,1661869.7142857143,68009.41021785713,1581879.6172539103,238173.37142857144
2020-10-19,77007.0,424761.4571428571,7363.857142857143,1434204.9889857145,100887.45,175640.39285714287,104137.6857142857,2451335.1428571427,2986361.1428571427,438386.6637714286,480193.0092242857,420989.3957428572,1590011.857142857,1748793.7285714285,1373420.4642857143,164583.1285714286,867939.6327857143,1663352.25,70114.15258142857,1423066.6509459852,237638.9832142857
2020-10-20,77046.64285714286,426861.4428571429,7374.571428571428,1432376.8748714286,100822.93928571428,176103.625,104414.42857142857,2451150.4285714286,2972280.285714286,438609.46574285714,479537.87066285714,417079.56180714286,1577174.857142857,1753645.4714285713,1381554.857142857,163457.97142857144,864871.7105428571,1659348.0,70692.44527642857,1268139.3989237747,238543.7925
2020-10-21,78137.54285714285,424983.37142857147,7334.428571428572,1431652.3614000003,100772.22857142855,175598.82142857142,104795.5142857143,2441694.714285714,2969845.0,440539.5478142857,481373.4353028572,419652.1689928571,1576689.7142857143,1763763.2,1367821.9285714286,167520.7857142857,871907.3918,1647430.0714285714,68127.16003357143,1268139.3989237747,238320.82392857145
2020-10-22,77913.3,426027.9142857143,7400.571428571428,1431857.5202285715,98513.34642857144,176638.625,104899.78571428572,2438140.571428572,2980664.0,439999.7654,479087.4094914286,419313.7862857143,1551226.2857142857,1755191.5857142855,1355411.7857142857,165072.61428571428,869622.6172857143,1643084.7857142857,67320.50000214286,1110027.7754729926,237558.5875
2020-10-23,74092.02857142857,427184.9714285714,7376.428571428572,1429597.9478285715,97890.73928571428,177400.17857142858,105315.17142857144,2444977.571428572,2971496.571428572,438606.3101714285,479386.49586714286,422289.5098071429,1555588.2857142857,1754355.5428571426,1359111.642857143,172452.1,874240.2308857143,1649470.392857143,66424.98920071429,1267656.8274952031,238695.9064285714
2020-10-24,71585.18571428572,426557.6428571429,7329.285714285715,1419401.5109428572,97338.62142857144,176504.01785714287,105574.6857142857,2439936.4285714286,2962608.0,438892.0305142857,480354.7990042857,423877.1679257142,1551437.5714285714,1748813.7857142857,1349445.5357142857,172490.7714285714,873697.6907857143,1652780.6785714286,59286.64852428572,1267656.8274952031,239453.28642857145
2020-10-25,71569.17142857143,428808.2,7293.0,1416157.5648,97460.3142857143,176669.42857142858,106384.21428571428,2439875.714285714,2981713.285714286,439164.3294285714,480796.80677,422703.7183828572,1531686.142857143,1749953.6857142856,1349177.142857143,171490.5285714286,875480.9306,1655763.5357142857,59538.20658928571,1427448.0223745566,240644.3046428571
2020-10-26,74230.35714285714,428864.67142857146,7286.714285714285,1415737.5283571428,97353.26785714286,176658.51785714287,106833.5,2430977.0,2961780.571428572,434570.2891714285,479347.5067242857,422733.6488828571,1527295.4285714286,1765070.5428571429,1356505.7142857143,172310.57142857142,877001.7065000001,1661857.7142857143,60477.714242857146,1586260.9886824817,241730.28285714285
2020-10-27,75901.3,428735.0571428571,7265.428571428572,1420685.9975,97594.98214285714,176318.8392857143,106894.0142857143,2422993.8571428573,2963403.8571428573,436043.5682142857,483426.4497971428,425795.40511571424,1515132.4285714286,1754398.0,1364688.4285714286,175417.08571428573,880562.1431714286,1671723.3214285714,59843.42463285714,1741188.2407046922,239579.30285714287
2020-10-28,73683.02857142857,429683.4285714286,7287.714285714285,1421033.069042857,97991.44285714286,176346.64285714287,107097.74285714285,2433045.571428572,2976126.8571428573,434413.4342571428,483397.3630328571,421023.92155857146,1511789.4285714286,1751237.557142857,1362063.107142857,171912.1,874139.3453857143,1676929.607142857,61086.34335071429,1584829.11725391,239312.98392857143
2020-10-29,70198.72857142857,429365.7714285715,7270.857142857143,1416713.1916142856,98386.725,176058.92857142858,107501.3142857143,2431223.571428572,2962798.714285714,434462.3063428571,482946.7822128571,419926.1544485715,1517431.5714285714,1755242.514285714,1368298.7142857143,177676.2714285714,870944.9434000001,1682315.357142857,61193.93636642857,1742940.7407046922,239025.92535714287
2020-10-30,70032.51428571428,431107.1857142857,7249.857142857143,1418433.1614285712,98376.34285714288,176682.44642857142,107411.57142857143,2435320.285714286,2956886.285714286,439015.3831285714,483527.1589714286,416029.4121414286,1514395.7142857143,1751258.585714286,1368476.4642857143,168833.42857142858,870554.8216571428,1675014.9642857143,61571.87742999999,1742940.7407046922,238647.17035714284
2020-10-31,69328.25714285715,432113.31428571424,7254.285714285715,1420595.9233285715,98870.80714285711,176468.55357142858,107177.8142857143,2432407.0,2970814.4285714286,440510.0984,480154.7548071429,412741.73133,1519279.2857142857,1752704.4714285715,1368371.357142857,168544.97142857144,868876.4609000001,1670149.1785714286,62212.26632428571,1742940.7407046922,237065.79
2020-11-01,69499.44285714286,429016.9285714286,7240.428571428572,1415413.2062571428,97489.70357142856,175398.55357142858,106317.77142857145,2415968.285714286,2930642.1428571427,439761.6192142857,476377.9543142857,407950.1450157142,1532204.857142857,1742977.7285714287,1374304.2857142857,168086.2285714286,858751.7223428572,1655244.107142857,57129.07565,1575802.474396767,232996.2282142857
2020-11-02,65424.857142857145,432554.2428571428,7214.142857142857,1413288.9075000002,96996.98571428572,175092.39285714287,105543.3,2419910.4285714286,2933367.714285714,443768.5592142857,476605.81177,406515.99119428574,1540304.142857143,1735503.5,1373242.607142857,168080.7857142857,854912.5465,1641753.107142857,53611.56497571428,1417150.4080888424,230975.4153571429
2020-11-03,63224.2,432150.1285714287,7265.0,1406076.6477714286,95946.99642857144,174778.5357142857,104736.22857142855,2416645.714285714,2929084.0,441296.4353142857,472803.4632471429,403770.0801971429,1545953.857142857,1727551.085714286,1359053.7857142857,169014.74285714285,852604.2045857143,1629529.0714285714,50324.07922571428,1259822.6846380604,230871.55
2020-11-04,63338.67142857142,433280.28571428574,7284.714285714285,1403961.6703,95099.91428571429,177358.80357142858,104351.17142857144,2408868.4285714286,2915251.571428572,442240.6823,468349.4829071429,405943.27124,1550866.5714285714,1719141.2571428572,1366617.642857143,168439.17142857143,858783.7756857143,1630029.2142857143,48828.44668285713,1254673.170352346,227829.33178571428
2020-11-05,64689.985714285714,432486.0142857143,7211.142857142857,1403841.1413714287,94263.81428571428,178581.42857142858,103732.84285714284,2413745.285714286,2915561.8571428573,444334.5124857143,468553.0936085715,408842.6449242857,1550822.2857142857,1712329.7142857143,1365543.5357142857,169545.6,858028.5179142857,1625266.0714285714,45920.13134571428,1091711.946901564,222585.84214285715
2020-11-06,65692.44285714286,433359.84285714285,7212.285714285715,1398409.505814286,93570.96428571428,177631.35714285713,103021.77142857145,2405326.714285714,2918186.8571428573,440321.98137142864,467554.1300985714,408449.4763857143,1545706.5714285714,1716135.6714285717,1348913.357142857,169559.54285714286,857995.8227571428,1612663.9285714286,43871.92413571429,931440.7948793536,216910.1303571429
2020-11-07,64807.42857142857,435288.28571428574,7218.0,1392893.3148571427,92981.42142857144,177362.2857142857,102492.01428571428,2404107.285714286,2904202.8571428573,442010.0117,468020.50298,403920.0130657143,1544051.2857142857,1708132.9285714286,1351381.8214285714,169657.85714285713,855460.5954571428,1614421.0714285714,43311.102185,931440.7948793536,212610.03214285715
2020-11-08,64589.68571428571,436732.9714285714,7255.571428571428,1401403.103,93479.29285714283,177668.0357142857,102660.85714285714,2411576.571428572,2915503.571428572,442352.0106714286,468117.64828428574,404659.6290857144,1549054.5714285714,1715623.2285714287,1345806.857142857,169953.55714285714,862322.8461857142,1626672.9642857143,45544.24460285714,1098579.0611872782,210117.40285714288
2020-11-09,65072.014285714286,432658.5,7263.571428571428,1398193.7900285716,93011.33571428571,175955.2142857143,102249.97142857144,2409733.714285714,2924156.571428572,444317.3065142857,466111.3915542857,409830.1403357143,1530532.857142857,1708648.3285714283,1339575.857142857,171562.31428571427,863545.5365428571,1622917.0714285714,52715.02290857142,1257231.1274952032,205639.1628571429
2020-11-10,64625.87142857142,432201.1142857143,7235.571428571428,1407206.6961714283,93828.17142857144,173548.7142857143,102734.61428571428,2416357.714285714,2911038.4285714286,443816.6888571429,467254.83268571424,419915.8209028571,1517667.142857143,1714868.5,1331866.392857143,169552.6,863680.0077285714,1626790.7142857143,54822.12787285715,1414558.8509459852,201683.8478571429
2020-11-11,65822.52857142857,432589.4142857143,7233.142857142857,1408639.8160285717,94243.77857142856,168932.23214285713,102918.04285714286,2420440.571428572,2906330.1428571427,447499.9309571429,472621.1031942857,416193.53357428574,1513625.4285714286,1712259.3285714288,1337388.75,171160.84285714288,860181.0938428572,1633858.0714285714,56063.22250071429,1421000.3795174137,200183.82892857143
2020-11-12,65999.61428571428,433601.1285714287,7231.142857142857,1416725.0738714286,94885.25357142858,164674.7142857143,102830.24285714286,2408695.0,2908072.571428572,447467.6286,476816.33878,409981.2110514286,1509156.2857142857,1713228.4571428571,1339997.25,169056.5142857143,863350.6074,1641762.0,56462.56401000001,1583961.6029681957,201158.56428571427
2020-11-13,66491.21428571429,432385.4428571428,7205.571428571428,1425024.1507714286,95976.47142857144,162954.85714285713,103250.67142857144,2406553.4285714286,2900876.714285714,452689.79295714287,476041.4977185714,415289.30139,1518481.857142857,1711405.985714286,1355674.2857142857,171359.64285714287,865181.7573142856,1656371.7857142857,59171.33779142857,1744232.7549904063,202643.06214285715
2020-11-14,66102.90000000001,432782.8,7155.142857142857,1428175.122028571,96545.175,162018.0,103555.72857142855,2408442.285714286,2899659.4285714286,451127.7378142857,475724.8020942857,421437.8305742857,1518588.0,1718762.5714285714,1358420.142857143,172973.6,865449.8346142858,1671766.0714285714,62085.789605000005,1744232.7549904063,202970.89892857143
2020-11-15,65894.3,433540.6428571429,7107.571428571428,1424909.2891857142,97081.1357142857,161312.8392857143,103693.9714285714,2411965.714285714,2879304.571428572,453388.3498428571,476326.1124242857,421809.46110285714,1519839.142857143,1719732.9,1361372.5714285714,177613.0142857143,868095.3866428571,1711745.25,65787.73877071429,1744232.7549904063,203608.06607142856
2020-11-16,65361.55714285715,435197.9571428572,7121.857142857143,1426307.551485714,97817.6142857143,161482.85714285713,104220.72857142855,2407192.1428571427,2657488.714285714,453412.3059857143,477389.48871,419307.94405571424,1535266.0,1715593.3714285716,1353873.75,179057.10000000003,869154.0840285715,1754400.75,60301.29160357143,1744232.7549904063,204271.03357142856
2020-11-17,67382.75714285715,436645.4,7130.285714285715,1428374.4675,97607.73214285714,162208.64285714287,104223.92857142857,2406555.0,2256129.8571428573,458726.9914285714,477085.30188142863,415474.1105614286,1545061.4285714286,1727005.3285714283,1367592.9642857143,177634.64285714287,867211.7610285713,1754897.4642857143,59977.900905,1744232.7549904063,205218.3296428572
2020-11-18,66413.01428571428,437094.1142857144,7110.142857142857,1431117.5294571428,97700.69999999998,162713.0892857143,104715.18571428572,2410804.285714286,1849109.142857143,456053.6979571429,474856.5222828572,416825.0978642857,1538087.0,1729351.6428571432,1359169.5,177323.32857142854,873415.3073285714,1757099.6785714286,58765.31951857143,1899299.864155474,206769.3875
2020-11-19,65731.15714285713,436283.6,7094.0,1427039.3528714287,97474.25357142858,163730.69642857142,105082.57142857143,2412158.714285714,1431514.142857143,458435.8404,469157.5216885714,420723.67437,1543918.0,1728879.5428571426,1351428.642857143,176773.80000000002,872729.6385285715,1755351.2142857143,58697.77938,1740505.840704692,207989.6882142857
2020-11-20,66544.48571428572,438474.1428571429,7120.857142857143,1429379.3378857144,97820.19642857143,164638.48214285713,105339.94285714286,2408127.0,1024381.5714285716,455367.64692857146,469671.2470257143,419513.3808628571,1532857.4285714286,1729639.9142857145,1351526.6785714286,178004.62857142856,868862.6943714286,1767157.5,58626.48650857144,1740505.840704692,211124.56857142856
2020-11-21,68516.81428571428,439083.78571428574,7194.285714285715,1434996.749971429,98636.78571428572,166587.0,105704.4,2415229.571428572,603991.2857142857,457293.1378714285,471245.1760785714,420768.5595628572,1529392.0,1739241.6,1355126.6785714286,174845.94285714286,875219.4929,1762947.107142857,59754.66603071429,1740505.8407046923,215381.63214285715
2020-11-22,69211.0,439859.2428571429,7181.142857142857,1436087.4172428572,98629.98214285714,166612.6607142857,105503.48571428572,2401520.285714286,198585.57142857145,457508.2240857143,471169.9983385714,421497.93122857145,1517198.7142857143,1726807.7857142857,1338158.25,172999.7142857143,867410.3364857144,1722378.642857143,57101.19278928572,1576008.1172539103,216568.2025
2020-11-23,72864.28571428571,440232.2714285714,7169.285714285715,1440958.8005,98727.83571428571,167678.75,105074.34285714288,2402916.571428572,0.0,455369.5100571429,471326.1875214285,419049.22176142863,1522800.142857143,1731507.1142857142,1351462.7142857143,169356.25714285715,868620.9604142858,1692585.0,57576.63792142858,1420389.750945985,217676.2807142857
2020-11-24,73157.24285714285,441729.4428571429,7144.428571428572,1436808.2171999998,98878.74642857142,168892.19642857142,105017.0285714286,2397678.4285714286,0.0,451521.2628,466993.3522828571,417482.4351885714,1530539.7142857143,1729842.0714285714,1351989.642857143,173257.35714285713,870355.6444857143,1701586.1785714286,58710.499937857145,1261944.598923775,218655.3014285714
2020-11-25,74240.47142857143,441474.5428571428,7162.714285714285,1430966.9654999997,99670.83214285717,170055.6607142857,104715.80000000002,2394297.714285714,0.0,452533.2039,467731.4455014286,419061.9635,1538072.4285714286,1731425.8,1359335.4642857143,173129.5857142857,863507.0222142858,1695527.892857143,60325.9746,1261944.598923775,218486.0042857143
2020-11-26,74256.25714285715,442816.5714285714,7110.857142857143,1432466.5215714287,100920.91071428572,171472.01785714287,104576.5,2396964.285714286,0.0,449116.4603285714,466561.22298,420639.6113185714,1523667.2857142857,1733825.6857142858,1375073.0357142857,171540.11428571428,862557.5053428571,1688878.2857142857,63914.210405000005,1420738.6223745567,219624.4607142857
2020-11-27,72256.97142857143,442848.8571428572,7095.285714285715,1440161.0944428572,102477.65357142856,173926.07142857142,104338.25714285715,2411353.571428572,360240.14285714284,448262.32747142855,476898.1122871429,422749.4051585714,1530239.142857143,1727358.2714285713,1376122.392857143,172653.69999999998,859533.3356,1687353.5357142857,66024.75206,1420738.6223745567,220849.9057142857
2020-11-28,70838.50000000001,443631.67142857146,7064.0,1440753.478757143,103878.93214285714,174741.26785714287,104790.8,2404781.0,910209.4285714284,445463.01090000005,475643.8133071429,421571.11769428576,1527755.2857142857,1717834.5428571429,1371869.4642857143,173048.0142857143,856760.8424571428,1674538.7142857143,66360.08762428572,1420738.6223745567,221304.24178571432
2020-11-29,70772.72857142857,444038.2142857143,7076.142857142857,1443393.6313142856,104469.41785714286,175772.1607142857,104758.55714285714,2409437.285714286,1446911.0,439946.8045571429,477898.4452742857,423853.3282942857,1533918.4285714286,1723393.842857143,1384210.607142857,171962.34285714285,858727.1096142856,1680034.9285714286,67077.501405,1585236.3458253387,222224.795
2020-11-30,68396.22857142857,444693.2571428572,7081.714285714285,1441037.4830000002,105119.66785714283,176145.42857142858,104533.54285714286,2407993.1428571427,1984085.7142857143,436595.79817142856,475671.7992385715,425525.0017657143,1516570.0,1717579.7285714287,1374208.607142857,171626.54285714286,853882.7248285713,1675021.392857143,66228.70495285715,1740854.7121332637,221965.94642857145
2020-12-01,68427.34285714287,443823.0428571429,7072.571428571428,1442478.263814286,106091.75357142858,175894.60714285713,104370.81428571428,2409484.8571428573,2499153.0,428291.55158571433,479905.64883,422398.4791157143,1501645.7142857143,1702860.8142857144,1384173.0,166849.58571428573,850531.2148857143,1668556.8214285714,64301.4582,1899299.864155474,221004.2575
2020-12-02,68062.27142857143,444128.37142857147,7080.285714285715,1443970.3076000002,106048.23214285714,174559.73214285713,103944.07142857143,2400713.8571428573,3218149.80906966,418449.8413,478168.10461,421312.5944914286,1489102.2857142857,1700306.142857143,1386876.2142857143,166130.02857142856,845899.0988142857,1677721.9285714286,63617.32830214286,1899299.864155474,220147.59464285715
2020-12-03,69985.82857142857,444567.67142857146,7167.285714285715,1438315.8849142855,105857.50714285715,172868.51785714287,103450.75714285714,2388406.1428571427,3937146.618139319,411161.33964285714,479215.72241,420843.47108142864,1480090.4285714286,1696474.3714285714,1379631.3214285714,167180.64285714287,843395.9781714287,1682725.9285714286,60406.382645,1899299.864155474,218106.99857142864
2020-12-04,69751.84285714287,443430.34285714285,7182.428571428572,1429272.6793142855,105232.9392857143,170350.19642857142,103797.07142857143,2372144.714285714,3967488.618139319,404877.8234857143,467898.2280285714,416256.2203271428,1469576.0,1697793.6,1372106.5714285714,163458.84285714285,844633.5372142857,1678102.392857143,57379.12676857143,1899299.864155474,215367.2810714286
2020-12-05,69562.8857142857,442469.7714285714,7190.714285714285,1428621.0613285713,104054.75357142858,167626.625,103043.65714285712,2358767.8571428573,3815237.760996462,398872.8870285714,467940.90963,416805.6112157143,1457717.4285714286,1675635.2,1363343.0357142857,163977.07142857142,839632.8289714287,1682550.4285714286,54824.92820142857,1899299.864155474,212620.32535714284
2020-12-06,70137.95714285715,441318.41428571433,7230.428571428572,1429872.2250285714,104310.46071428571,166348.625,103317.95714285714,2349908.0,3692084.475282176,397832.5077285714,464215.9614728572,413552.9722542857,1440681.4285714286,1676260.4285714286,1356243.2142857143,162942.91428571427,840170.0428,1679760.0,54822.544322857146,1899299.864155474,211353.25714285712
2020-12-07,70091.3,440186.7571428571,7129.571428571428,1430664.8060857144,104016.11785714286,164944.42857142858,103459.7142857143,2340822.4285714286,3540194.903853605,392493.74482857145,465329.40423571423,411800.40441142855,1432614.857142857,1676695.0,1351873.392857143,163694.9857142857,842713.0377000001,1687072.392857143,53589.50425428571,1899299.864155474,210415.0146428572
2020-12-08,70547.78571428571,438458.5428571428,7066.571428571428,1430254.021985714,103370.82857142856,163810.0,103340.92857142857,2329346.714285714,3407567.4752821764,395567.9633842857,461288.3128242857,412466.2540742857,1420726.0,1671496.4285714286,1332707.5714285714,164223.47142857144,844515.3637285715,1690529.25,54717.891330000006,1899299.864155474,209878.9178571429
2020-12-09,71839.62857142858,437349.3857142857,7149.0,1432773.1925,103013.32499999998,164144.0892857143,103124.9,2316860.1428571427,3076949.094783945,394618.99444142863,461910.7511842857,410523.58824,1416514.5714285714,1659730.9,1323426.3214285714,161905.61428571428,851212.4442428572,1687086.642857143,54289.49130928571,1899299.864155474,209209.195
2020-12-10,71521.0,436427.5428571428,7107.0,1436385.9682428571,102695.41071428572,163884.1607142857,103061.84285714288,2312643.714285714,2738102.285714286,394532.9181842857,460684.76265571424,406298.10793571424,1410600.0,1661037.9571428574,1328478.75,160979.84285714285,855995.3529285714,1685113.0714285714,53921.19843928572,1899299.864155474,208257.61821428573
2020-12-11,74521.91428571429,437686.9714285714,7093.714285714285,1434119.3642000002,101315.16428571429,162821.625,102247.05714285714,2307870.714285714,2740303.8571428573,395124.4067842857,463656.81002142857,405417.34348,1406459.4285714286,1654731.985714286,1335213.75,157932.91428571427,857143.3884571429,1685130.2142857143,51646.57433285715,1733822.7978475492,205901.77214285717
2020-12-12,74660.84285714287,436873.3,7090.0,1430203.5455000002,100211.87142857142,161565.4107142857,103041.81428571428,2311044.571428572,2745938.1428571427,395364.7562557143,462698.5313271429,411227.3495414286,1401219.857142857,1652626.0857142855,1345474.607142857,158216.32857142857,861816.8030142857,1680563.5714285714,50596.70820714285,1733822.7978475492,203092.08678571432
2020-12-13,71786.81428571428,436826.28571428574,7050.571428571428,1426550.5251999998,98734.37142857144,159428.64285714287,103228.78571428572,2302571.8571428573,2721042.714285714,394647.1285271429,460273.0449771429,411623.8344842857,1401982.5714285714,1647275.7857142857,1359247.392857143,156268.45714285717,860768.1416142856,1675465.5,50064.39976785715,1733822.7978475492,200360.11821428573
2020-12-14,71414.11428571428,436291.6285714285,7123.0,1421948.4038999998,98461.98214285714,158347.14285714287,104254.01428571428,2295432.571428572,2720969.714285714,395349.8983557144,459125.5368828572,409458.2859857143,1403258.5714285714,1639511.0285714285,1368790.0714285714,154496.52857142856,859865.2650571428,1663325.4642857143,48245.10592857143,1733822.7978475492,199471.07142857145
2020-12-15,69920.67142857143,437655.3571428572,7167.285714285715,1418830.2512857143,98434.7785714286,158019.67857142858,104977.95714285717,2298199.1428571427,2720049.285714286,393119.4706285714,460434.78885,409149.64202,1403001.5714285714,1635770.9714285715,1382682.0,153282.32857142857,862826.9694857142,1654935.857142857,47972.64292642857,1733822.7978475492,199668.15142857144
2020-12-16,68907.45714285715,439145.4714285714,6997.0,1417936.2902142855,98675.78571428572,158108.32142857142,105275.64285714286,2297756.571428572,2719957.8571428573,394720.1464285715,459589.1511842857,407712.7479128572,1393950.7142857143,1635196.7714285713,1389617.0357142857,155707.2142857143,859281.3057714287,1653415.9285714286,47865.45459,1733822.7978475492,199824.1328571429
2020-12-17,69559.71428571429,439553.5571428572,7044.857142857143,1417093.5290142857,99397.02857142856,158694.25,106029.65714285712,2306177.8571428573,2724211.285714286,395545.5843657143,459372.9240371428,410155.90613285714,1401381.857142857,1629254.7428571428,1390416.107142857,154758.82857142857,859932.8183714285,1660705.1785714286,49305.79219928572,1570166.960111053,200727.5075
2020-12-18,68177.12857142856,437891.3857142857,7015.571428571428,1415788.8601,101361.40714285716,160749.32142857142,106533.95714285714,2308771.8571428573,2719915.0,393837.27055142855,455992.6065714285,409622.5486328571,1396927.142857143,1632152.985714286,1389036.857142857,157885.85714285713,859334.8583857144,1668925.392857143,51119.12607571429,1577821.802968196,201376.8435714286
2020-12-19,68134.0,439094.72857142857,7003.714285714285,1417776.6358142856,102840.93214285714,162252.4107142857,105394.95714285714,2304266.8571428573,2715974.0,395056.9232514286,457741.8259642857,402576.0038685714,1397505.2857142857,1647536.6285714286,1396109.25,156655.12857142856,861172.5872999999,1688064.5357142857,53714.25598,1411022.336660271,201564.61464285717
2020-12-20,70780.14285714286,439581.6571428571,7020.0,1422392.2456,105055.725,164573.80357142858,104898.68571428572,2316640.4285714286,2726177.8571428573,393816.7968514286,460045.46765,400632.4453985714,1388508.7142857143,1651720.0714285714,1396469.357142857,158569.18571428573,864450.0342857143,1704178.2857142857,54585.48672857143,1239972.1417809173,202671.60642857145
2020-12-21,71557.7,440569.9571428572,7054.571428571428,1432205.0612,106981.10357142855,166711.5357142857,104158.4714285714,2323672.4285714286,2730461.4285714286,395056.6075942857,463059.74351,403570.3712028572,1388694.857142857,1662378.1714285717,1402169.357142857,161490.32857142857,867781.3767285714,1723634.5714285714,59068.85825214285,1239972.1417809173,204085.1707142857
2020-12-22,71801.35714285714,440182.0,7061.285714285715,1437781.4211571428,107956.55357142857,168368.64285714287,104717.34285714284,2321367.0,2733540.0,398708.2433657143,463029.5898185714,404061.3095985715,1401708.0,1672182.0857142855,1401571.2857142857,161226.38571428577,871021.2376714286,1744411.607142857,61122.25247,1239972.1417809173,204395.72678571427
2020-12-23,71681.32857142857,439309.2,7095.428571428572,1443576.0977,108777.9,168826.35714285713,105626.94285714289,2327418.1428571427,2732925.8571428573,398313.9677228571,463807.4341142857,406436.15593,1411288.2857142857,1674645.4714285715,1401667.2857142857,161701.97142857144,870413.0672857143,1752631.1785714286,63377.69526142858,1239972.1417809173,205046.01
