0,1,2,3,4,5,6
2021-12-31 18:40:00,11.124938333333324,-4.423874166666706,17.055559999999968,9.436999999999998,5324.750000000007,-1474.5833333333355
2021-12-31 18:50:00,-1.4908125000000088,0.3929366666666271,18.5628108333333,-4.89893666666667,5352.033333333341,-1037.666666666669
2021-12-31 19:00:00,12.992688333333325,2.129749999999961,15.449999166666634,5.996314166666664,4177.83333333334,-2812.600000000002
2021-12-31 19:10:00,1.2779999999999916,-8.53618750000004,5.816184999999966,-4.2763741666666695,1911.4166666666736,122.86666666666451
2021-12-31 19:20:00,0.8521258333333249,1.5565624999999603,1.032054166666633,-4.47312416666667,1611.100000000007,1256.1499999999978
2021-12-31 19:30:00,13.582374999999992,-3.8337491666667063,-13.254694166666695,4.685624999999996,-1392.599999999993,-696.3000000000021
2021-12-31 19:40:00,8.159186666666658,5.226500833333293,-17.317881666666697,-5.390375833333337,-3686.299999999994,-477.8500000000022
2021-12-31 19:50:00,12.369937499999994,-1.5400591666667072,-26.738632500000037,0.8845616666666629,-7044.983333333327,-2703.350000000002
2021-12-31 20:00:00,7.831561666666658,0.7536266666666268,-17.088570000000033,0.7208108333333291,-8601.449999999993,-1665.700000000002
2021-12-31 20:10:00,9.109688333333326,2.1955016666666265,-8.421505833333365,0.9829991666666622,-10622.099999999991,-1925.1166666666688
2021-12-31 20:20:00,8.962124999999991,-2.162747500000041,4.456437499999968,0.9831249999999956,-12315.099999999991,-1215.150000000002
2021-12-31 20:30:00,5.996687499999992,10.125376666666629,10.059810833333302,-5.357560833333339,-12642.783333333326,-1174.1666666666688
2021-12-31 20:40:00,6.062312499999991,4.505877499999961,7.700498333333303,-0.7208708333333385,-10267.149999999994,-40.95000000000224
2021-12-31 20:50:00,6.570375833333326,8.094064166666628,6.35699749999997,-2.654059166666672,-5106.216666666659,587.1166666666644
2021-12-31 21:00:00,7.373127499999993,8.290374999999962,-0.1965025000000292,-3.1127475000000047,-3044.56666666666,-2.4253192047278085e-12
2021-12-31 21:10:00,3.0313141666666588,6.357061666666628,-1.4743150000000285,-2.637810833333338,-1733.8833333333266,423.2666666666644
2021-12-31 21:20:00,5.259501666666659,5.996623333333294,-3.882815000000029,-2.818000000000005,-1529.133333333326,1297.0666666666646
2021-12-31 21:30:00,7.340189166666659,-10.174501666666709,-20.381438333333364,-1.4580633333333382,-1105.8999999999926,1378.9666666666649
2021-12-31 21:40:00,6.651939166666659,-0.8193150000000387,-16.138063333333363,0.3442474999999954,-95.5833333333262,-1133.2500000000018
2021-12-31 21:50:00,9.79749999999999,-9.027753333333374,-6.37331250000003,-8.421251666666672,-477.8833333333262,-0.0500000000017735
2021-12-31 22:00:00,1.9987483333333245,-10.616688333333371,-15.531937500000032,-18.64475,1501.8500000000074,-109.25000000000166
2021-12-31 22:10:00,6.618997499999992,-4.292561666666708,-17.727437500000033,-18.33331166666667,2935.43333333334,-1542.8500000000015
2021-12-31 22:20:00,1.4088724999999922,-9.830374166666706,-12.79593750000003,-17.33393583333334,3317.7333333333404,-3276.816666666668
2021-12-31 22:30:00,1.5236849999999922,9.568376666666628,5.06243749999997,-24.06800166666667,2648.7333333333404,-2635.116666666668
2021-12-31 22:40:00,-13.385689166666674,1.0813783333332936,19.80812499999997,-30.949439166666668,1378.9666666666744,-2580.4666666666685
2021-12-31 22:50:00,-28.622750833333345,24.44506749999996,29.49112499999997,-24.133564166666677,628.0333333333409,-1092.2833333333351
2021-12-31 23:00:00,-29.60581333333334,18.874376666666624,48.16849999999997,-18.17000166666667,-1010.3499999999924,273.03333333333165
2021-12-31 23:10:00,-29.57306250000001,8.519750833333292,35.061249999999966,-15.024315000000003,-1611.0833333333255,-942.1166666666686
2021-12-31 23:20:00,-16.727937500000007,10.240000833333294,14.106124166666635,-1.7698775000000044,-778.2499999999923,-259.4666666666686
2021-12-31 23:30:00,-26.214250000000007,8.87993749999996,-2.228688333333364,-2.5723750000000045,-1679.3999999999924,-669.0500000000019
2021-12-31 23:40:00,-9.699125000000004,4.652934166666626,-13.009375833333364,9.781124999999996,-2034.3499999999924,272.999999999998
2021-12-31 23:50:00,2.6544374999999945,-20.02150500000004,-15.728937500000027,6.635313333333328,-2266.449999999992,-696.3333333333352
2022-01-01 00:00:00,16.220374166666662,-10.174627500000042,-31.2605616666667,14.155563333333328,-1338.0333333333258,-1966.0666666666689
2022-01-01 00:10:00,12.124374999999992,-0.459001666666708,-26.55831083333336,6.602439166666662,-1665.6999999999923,163.88333333333162
2022-01-01 00:20:00,4.358312499999993,1.1631874999999587,-6.963062500000028,-2.5233108333333383,-4369.049999999992,-341.3000000000018
2022-01-01 00:30:00,9.502874999999992,-3.1620000000000417,7.323812499999971,5.750624999999995,-2853.5333333333256,1146.9333333333316
2022-01-01 00:40:00,3.571749166666659,0.2785633333332915,7.71712666666664,-0.0164383333333389,-2239.1666666666592,873.866666666665
2022-01-01 00:50:00,1.048561666666659,12.02606499999996,-2.293624166666694,9.600810833333329,-1815.916666666659,1419.966666666665
2022-01-01 01:00:00,-7.716687500000009,12.304628333333293,5.750812499999973,5.0624349999999945,-3727.3833333333255,464.23333333333176
2022-01-01 01:10:00,-8.437688333333341,10.387689999999958,12.533685833333308,10.23980916666666,-3222.2166666666585,-1064.9666666666683
2022-01-01 01:20:00,-13.58231333333334,7.962811666666625,2.78531249999997,4.620121666666661,-2239.1833333333257,-3522.550000000001
2022-01-01 01:30:00,-11.485314166666674,2.0317491666666267,-1.6705616666666965,3.4239991666666607,191.1166666666744,-5188.300000000002
